task,model,arm,checkpoint,probe_name,layer,formal_source,input_path,input_sha256,protocol_id,has_spectrum,has_sample_factors,has_centered,sample_count,status,blocker_reason
RR1A,qwen,opd,80,E_ood,18,qwen_d4_merged_state,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_080/E_ood.L18.main.direction.pt,db2a351623bc69b14ad7892f7fe12194f7deac3e2658569aa307b82f162f9b54,D4.1_current_merged_state,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,opd,80,E_if,18,qwen_d4_merged_state,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_080/E_if.L18.main.direction.pt,85dbace19bc75511bfc40bd22b6f4f8a46018cab936e59662535f92d7708692f,D4.1_current_merged_state,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,20,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,20,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,20,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,20,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,40,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,40,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,40,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,40,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,80,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,80,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,80,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,sft,80,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,20,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,20,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,20,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,20,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,40,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,40,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,40,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,40,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,80,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,80,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,80,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,offkd,80,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,20,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,20,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,20,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,20,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,40,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,40,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,40,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,40,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,80,E_general,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,80,E_math,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,500,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,80,E_ood,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,qwen,seqkd,80,E_if,18,qwen_d4_merged_state,,,D4.1_current_merged_state,False,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,20,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_general.L14.main.direction.pt,39cd8dc912e713be52e9d22f1214a65f05203f1242e1b01505fc7770bec166b1,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,20,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_math.L14.main.direction.pt,0f9bb487ceb8a353fc45f611df8c0b460786182cf682904e66cb15fd7fa1521f,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,20,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_ood.L14.main.direction.pt,9b59ea16b4b596c579248196d67efed5e76ee51bc8bbc8b110f06b8556d193ba,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,20,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_if.L14.main.direction.pt,f4ba0d05e3e7230186fc042da20ce6378d85a5e7c86be4944b7e4d22960e96f0,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,40,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_general.L14.main.direction.pt,dacf76cf1c77bd7837779528b8476e5c3ebdbefb89f66132fa6ca221b89c934e,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,40,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_math.L14.main.direction.pt,d987da2704d9146fc235a1f43bb88ee64e8750344ac6c2e5a12780d9e673f5df,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,40,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_ood.L14.main.direction.pt,117ba057034017c3685d7daffa6a77510aeb48fae88aa17463e546357a298ad7,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,40,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_if.L14.main.direction.pt,d1671a77a0cd162376668d1e70f3a06d14723a5d3f8644cbacdef0a3d3be93e6,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,80,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_general.L14.main.direction.pt,7435bee17d13c70c2d6307cc86221665b26bb6a61b215d40fab8d137e727f0d6,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,80,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_math.L14.main.direction.pt,a14e94f38e06a646107d6e6008c3f559e042dd33bf3e829ae30624c5e7a14a22,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,80,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_ood.L14.main.direction.pt,da15ffee2ab832e519bfb81e53082ecf930e43437b9bc26ede1eee93aa275e5b,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,opd,80,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_if.L14.main.direction.pt,c2dcc1add6097d1f16963de24b62e80cc25168cd3c3b6ee335f85155622cb2f1,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,20,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.direction.pt,c184bab52942305407b1c6f9f6d0a3a329bfa4e100df9d586c6bf0e54ce89fe6,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,20,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.direction.pt,564cb9fad46da25778ea4e4fe7d0c12765cbad9afae2b5c658d14cd8d120dfab,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,20,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.direction.pt,20aa1368e91794f72749937641886a05fd8af25dd99c1bd09c5d34f9d7e9f49d,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,20,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.direction.pt,aec84cf22f99d0242650adbf3713ede06ff0ed6f1b650c74b95e9dd6e64238c8,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,40,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.direction.pt,59d627347e2ba04c9f00397893324af55889a89a913894906d2a15059785e594,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,40,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.direction.pt,a2fd0b4327bdc087cb912c06f849187dd8426edbd811160f249ff90a25d0cd64,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,40,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.direction.pt,4e1a3f79bdd199381c8b7b2ca242a816fdcb24b4f7315eb591bbf5400e207c20,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,40,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.direction.pt,bd5a90300d5e77dfbd119aa20311f33b4ec7710e4a6f995abe8b34252136ab20,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,80,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.direction.pt,b16417068f930be4c1e529418d0ee8e34cc21c70589fb74597464ac8e3f1568a,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,80,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.direction.pt,a8cf4cfcc139f40e8a2e73e812df1e76410860acee4985c8ea0493922421d6c2,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,80,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.direction.pt,d9e7ae0aaceffb176dd0150ef0395ccd925f346e21c595a436ce4c35ee9856c5,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,sft,80,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.direction.pt,a0e7c788358d1a08380c8e9c0f1faea56d74758375cbc3f4d4a8ed4462ffec12,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,20,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.direction.pt,0bf637464abd2772d07fc3a5cfdcc8aea1458e5de4541a07812b0b4025005e86,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,20,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.direction.pt,ddb2aa4384174da2755f49cb8d2deccc0d69d30b3dc15ae6145f64c6b99e0f44,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,20,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.direction.pt,251fca3618525029869f046b644afe2a5c80b0e5dac1754c5a45af17373c5209,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,20,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.direction.pt,2a7d959ed2f6edc7b41ab81de59b5c86620896c5387913bf6fd2b59bc6f5d3c3,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,40,E_general,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.direction.pt,36dc44f614722240cbcf5e9f428b86c7df6832b051d66000df745728cb263369,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,40,E_math,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.direction.pt,7951d585f62e34414bb9ad8f69a39232b492a5e2c8da44094b2623b85fb46e80,D10_bf16_forward_fp64_eigh_svd,True,False,False,32,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,40,E_ood,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.direction.pt,e5e327ea5d451a1caaecafb9d131898212f4ee055054ae815d501bf1748e6d87,D10_bf16_forward_fp64_eigh_svd,True,False,False,128,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
RR1A,llama,offkd,40,E_if,14,llama_d10_matched_numeric,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.direction.pt,51520679a9c987b8a11dcb078f928bc19e02f6667d570801a56c9559b3d9b4d5,D10_bf16_forward_fp64_eigh_svd,True,False,False,541,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,missing formal per-sample factor bundle; new forward required for exact sample bootstrap
